005556028;ORTODERMINA*CREMA 10G 5%;ALFASIGMA SpA;11,900;;5,460;;;9;;;;;;10;D04AB01
005638010;LUAN*GEL 15G 2,5%+APPLICATORE;MOLTENI & C. F.LLI ALITTI SpA;8,045;;4,680;;;247;;;;;;10;G04BX
005638022;LUAN*GEL 100G 1% CHIRURGICO;MOLTENI & C. F.LLI ALITTI SpA;11,065;;6,480;;;104;;;;;;10;N01BB02
005647033;BECOZYM*20CPR GASTRORES;BAYER SpA;15,900;;10,060;;;35;;;;;;10;A11EA
005781048;MAGNESIA BISURATA AROM*80CPR;HALEON ITALY Srl;17,350;;10,710;;;9;;;;;;10;A02AH
005982020;TOCALFA*20CPS MOLLI 50000UI+50;DIFA COOPER SpA;15,500;8050030160153;9,350;;;97;;;;;;10;A11JA
006228062;FOILLE SCOTTATURE*CREMA 29,5G;VEMEDIA MANUFACTURING B.V.;12,200;;5,780;;;69;;;;;;10;D04AB04
006570028;MAGNESIA S.PELL*POLV 100G 90%;VEMEDIA MANUFACTURING B.V.;10,400;;4,360;;;90;;;;;;10;A02AA04
006570257;MAGNESIA S.PELL*EFF LIM 100G;SANOFI SpA;10,400;;4,300;;;378;;;;;;10;A02AA04
006979049;BUSCOPAN*6SUPP 10MG;OPELLA HEALTHCARE ITALY Srl;9,900;;6,400;;;24;;;;;;10;A03BB01
007312010;OTOMIDONE*GTT OTO 10ML;SIT LABORATORIO FARMAC. Srl;9,800;;4,600;;;5;;;;;;10;S02DA30
008290088;TICALMA*OS 20BUST 400MG FILTRO;KELEMATA Srl;8,900;;4,880;;;2;;;;;;10;N05CM09
008883035;TIOCALMINA*SCIR 200G;POLIFARMA BENESSERE Srl;12,500;;6,420;;;19;;;;;;10;R05FB02
008997025;DULCOLAX*AD 6SUPP 10MG;OPELLA HEALTHCARE ITALY Srl;8,900;;5,710;;;26;;;;;;10;A06AB02
008997064;DULCOLAX*40CPR RIV 5MG;OPELLA HEALTHCARE ITALY Srl;13,900;;8,040;;;489;;;;;;10;A06AB02
008997076;DULCOLAX*20CPR RIV 5MG;OPELLA HEALTHCARE ITALY Srl;8,500;;5,420;;;23;;;;;;10;A06AB02
009115027;FITOSTIMOLINE*CREMA 32G 15%;FARMACEUTICI DAMOR SpA;18,000;;10,670;;;81;;;;;;10;D03AX
009115039;FITOSTIMOLINE*10GARZE 15%;FARMACEUTICI DAMOR SpA;20,000;;11,880;;;104;;;;;;10;D03AX
009115041;FITOSTIMOLINE*6 OV 600MG;FARMACEUTICI DAMOR SpA;17,000;;10,140;;;82;;;;;;10;G02CX
009115066;FITOSTIMOLINE*SOL VAG 5FL140ML;FARMACEUTICI DAMOR SpA;18,000;;10,680;;;18;;;;;;10;G02CX
009115078;FITOSTIMOLINE*CREMA VAG 20%;FARMACEUTICI DAMOR SpA;19,500;;11,630;;;49;;;;;;10;G02CX
009209053;POTASSION*GRAT EFF 20BUST;ACARPIA FARMACEUTICI Srl;18,000;;11,600;;;3;;;;;;10;A12BA30
009262015;ALAXA*20CPR GASTR 5MG;ANGELINI (A.C.R.A.F.) SpA;8,400;;4,210;;;43;;;;;;10;A06AB02
010130021;BIODERMATIN*30CPR 5MG;ALLIANCE PHARMA IRELAND LTD;15,200;;9,800;;;38;;;;;;10;A11HA05
010318032;CORTIDRO*CREMA 20G 0,5%;SOFAR SpA;15,900;;7,970;;;50;;;;;;10;D07AA02
010386011;HIRUDOID 25000UI*CREMA 40G;EG SpA;15,500;;9,990;;;1;;;;;;10;C05BA01
010386023;HIRUDOID 25000UI*GEL 40G;EG SpA;15,500;;9,990;;;9;;;;;;10;C05BA01
010386062;HIRUDOID 40000UI*CREMA 50G;EG SpA;16,500;;10,540;;;91;;;;;;10;C05BA01
010386074;HIRUDOID 40000UI*GEL 50G;EG SpA;16,500;;10,530;;;121;;;;;;10;C05BA01
010386098;HIRUDOID 40000UI*CREMA 100G;EG SpA;24,000;;15,420;;;11;;;;;;10;C05BA01
010386100;HIRUDOID 40000UI*GEL 100G;EG SpA;24,000;;15,470;;;7;;;;;;10;C05BA01
011825015;SORBICLIS*AD SOLUZ RETT 120ML;SIT LABORATORIO FARMAC. Srl;5,200;;2,210;;;356;;;;;;10;A06AG10
011825027;SORBICLIS*BB SOLUZ RETT 120ML;SIT LABORATORIO FARMAC. Srl;5,200;;2,230;;;35;;;;;;10;A06AG10
011967015;CITRATO ESPRESSO GABBIANI*LIM;MONTEFARMACO OTC SpA;7,600;;4,140;;;13;;;;;;10;A06AD10
011967041;CITRATO ESPRESSO GABBIANI*ARAN;MONTEFARMACO OTC SpA;7,600;;4,230;;;5;;;;;;10;A06AD10
012235040;DEQUADIN*20CPR 0,25MG;EUROSPITAL SpA;8,900;;3,400;;;17;;;;;;10;R02AA02
012373039;TONOGEN VIT*OS 10FL 6ML 10000;ABC FARMACEUTICI SpA;15,650;;9,580;;;15;;;;;;10;A11EA
012377026;CORYFIN*24CARAM MENTOLO;SIT LABORATORIO FARMAC. Srl;7,900;;3,450;;;51;;;;;;10;R05CA10
012377053;CORYFIN*24CARAMELLE CON VIT.C;SIT LABORATORIO FARMAC. Srl;7,900;;3,330;;;102;;;;;;10;R05CA10
012377089;CORYFIN*24CARAM LIMONE;SIT LABORATORIO FARMAC. Srl;7,900;;3,640;;;159;;;;;;10;R05CA10
012745016;TACHIPIRINA*SCIR 120ML 120MG/5;ANGELINI (A.C.R.A.F.) SpA;7,550;;4,620;;;2113;;;;;;10;N02BE01
012745028;TACHIPIRINA*10CPR DIV 500MG;ANGELINI (A.C.R.A.F.) SpA;3,900;;2,320;;;31;;;;;;10;N02BE01
012745042;TACHIPIRINA*BB 10SUPP 250MG;ANGELINI (A.C.R.A.F.) SpA;6,800;;4,170;;;1316;;;;;;10;N02BE01
012745055;TACHIPIRINA*BB 10SUPP 500MG;ANGELINI (A.C.R.A.F.) SpA;7,300;;4,420;;;844;;;;;;10;N02BE01
012745067;TACHIPIRINA*AD 10SUPP 1000MG;ANGELINI (A.C.R.A.F.) SpA;8,100;;4,870;;;321;;;;;;10;N02BE01
012745079;TACHIPIRINA*PR INF 10SUP 125MG;ANGELINI (A.C.R.A.F.) SpA;6,100;;3,640;;;515;;;;;;10;N02BE01
012745081;TACHIPIRINA*BB OS GTT 30ML 10%;ANGELINI (A.C.R.A.F.) SpA;5,300;;3,160;;;386;;;;;;10;N02BE01
012745093;TACHIPIRINA*20CPR DIV 500MG;ANGELINI (A.C.R.A.F.) SpA;6,700;;3,980;;;512;;;;;;10;N02BE01
012745117;TACHIPIRINA*GRAT EFF20BS 500MG;ANGELINI (A.C.R.A.F.) SpA;8,250;;5,070;;;961;;;;;;10;N02BE01
012745168;TACHIPIRINA*30CPR DIV 500MG;ANGELINI (A.C.R.A.F.) SpA;7,550;;4,620;;;85;;;;;;10;N02BE01
012745271;TACHIPIRINA*NEO 10SUPP 62,5MG;ANGELINI (A.C.R.A.F.) SpA;5,850;;3,350;;;97;;;;;;10;N02BE01
012745283;TACHIPIRINA*SOSP 120ML VAN/CAR;ANGELINI (A.C.R.A.F.) SpA;7,550;;4,670;;;64;;;;;;10;N02BE01
012812018;ROVIGON*30CPR RIV MAST;TEOFARMA Srl;13,220;;8,480;;;7;;;;;;10;A11JA
013046038;ENTEROGERMINA*OS 10FL 2MLD/5ML;OPELLA HEALTHCARE ITALY Srl;13,900;;7,990;;;233;;;;;;10;A07FA
013046089;ENTEROGERMINA*OS 20FL 4MLD 5ML;OPELLA HEALTHCARE ITALY Srl;27,900;;15,020;;;91;;;;;;10;A07FA
013046115;ENTEROGERMINA*OS 9BS 6MLD/2G;OPELLA HEALTHCARE ITALY Srl;19,900;;9,460;;;20;;;;;;10;A07FA
013868031;PROCTOSEDYL*CREMA RETT 20G;BAYER SpA;13,460;;7,880;;;277;;;;;;10;C05AA01
013868043;PROCTOSEDYL*6SUPPOSTE;BAYER SpA;12,600;;7,610;;;69;;;;;;10;C05AA01
014137020;ASCOTODIN*COLL FL 10ML;BRUSCHETTINI Srl;12,100;;7,680;;;38;;;;;;10;S01XA
014205037;NORMALENE*20CPR RIV 5MG;MONTEFARMACO OTC SpA;7,900;;2,770;;;922;;;;;;10;A06AB02
014302032;ANAURAN*GTT AURIC FL 25ML;ZAMBON ITALIA Srl;11,900;;6,580;;;145;;;;;;10;S02AA30
014371037;CORSODYL*SOLUZ 150ML 200MG/100;HALEON ITALY Srl;13,500;;7,790;;;15;;;;;;10;A01AB03
015001023;STILLA DECONG*COLL 8ML 0,05%;ANGELINI (A.C.R.A.F.) SpA;9,400;;3,580;;;208;;;;;;10;S01GA02
015001086;STILLA DECONG*COLL 10F 0,3ML;ANGELINI (A.C.R.A.F.) SpA;10,400;;4,100;;;106;;;;;;10;S01GA02
015582012;VISUSTRIN*COLL 10ML 1MG/ML;PIETRASANTA PHARMA SpA;8,200;;4,260;;;27;;;;;;10;S01GA02
015598016;RINAADVANCE*GTT RINOL 10ML;HALEON ITALY Srl;12,200;;7,860;;;52;;;;;;10;R01AA07
015598028;NARHIMED NASO CHIUSO*SPRAY10ML;HALEON ITALY Srl;11,050;;7,040;;;434;;;;;;10;R01AA07
015784097;BIOCHETASI*OS GRAT EFF 18BUST;ALFASIGMA SpA;14,900;;9,010;;;255;;;;;;10;A11JB
016222073;CENTELLASE*30CPR 30MG;SIT LABORATORIO FARMAC. Srl;16,500;;8,460;;;75;;;;;;10;C05CX
016242048;BENAGOL*24PAST MENTOLO EUCALIP;RECKITT BENCKISER H.(IT.) SpA;13,200;;5,780;;;33;;;;;;10;R02AA03
016242063;BENAGOL*24PAST MIELE LIMONE;RECKITT BENCKISER H.(IT.) SpA;13,200;;5,750;;;188;;;;;;10;R02AA03
016242075;BENAGOL VIT C*24PAST ARANCIA;RECKITT BENCKISER H.(IT.) SpA;13,200;;5,750;;;128;;;;;;10;R02AA20
016242087;BENAGOL*24PAST LIMONE S/Z;RECKITT BENCKISER H.(IT.) SpA;13,200;;5,750;;;87;;;;;;10;R02AA03
016242149;BENAGOL*36PAST MIELE LIMONE;RECKITT BENCKISER H.(IT.) SpA;17,300;;7,580;;;69;;;;;;10;R02AA03
016242152;BENAGOL VIT C*36PAST ARANCIA;RECKITT BENCKISER H.(IT.) SpA;17,300;;7,570;;;46;;;;;;10;R02AA20
016242289;BENAGOL*36PAST LIMONE S/Z;RECKITT BENCKISER H.(IT.) SpA;17,300;;7,670;;;45;;;;;;10;R02AA03
016242291;BENAGOL*24PAST MENTA FREDDA;RECKITT BENCKISER H.(IT.) SpA;13,200;;5,840;;;26;;;;;;10;R02AA03
017076074;VENORUTON*OS 30BUST 1000MG;EG SpA;19,600;;12,550;;;131;;;;;;10;C05CA54
017076148;VENORUTON*30CPR RIV 500MG;EG SpA;17,800;;11,350;;;4;;;;;;10;C05CA54
017076151;VENORUTON*60CPR RIV 500MG;EG SpA;30,000;;18,950;;;25;;;;;;10;C05CA54
017389065;PREPARAZIONE H*12SUPP 23MG;HALEON ITALY Srl;15,300;;9,530;;;38;;;;;;10;C05AX
017389091;PREPARAZIONE H*UNG 1,08% 25G;HALEON ITALY Srl;13,850;;8,650;;;8;;;;;;10;C05AX
017389103;PREPARAZIONE H*UNG 1,08% 50G;HALEON ITALY Srl;17,600;;11,060;;;80;;;;;;10;C05AX
017863010;TETRAMIL*COLL FL10ML 0,3+0,05%;TEOFARMA Srl;9,080;;5,850;;;8;;;;;;10;S01GA52
018554081;POLARAMIN*CREMA 25G 1%;BAYER SpA;12,900;;6,600;;;71;;;;;;10;D04AA
018610016;CARNITENE*OS SOL 20ML 1,5G/5ML;ALFASIGMA SpA;9,700;;5,860;;;6;;;;;;10;A16AA01
018610042;CARNITENE*OS 10FL 1G/10ML;SIGMATAU IND.FARM.RIUNITE SpA;19,500;;12,500;;;52;;;;;;10;A16AA01
018723080;ACTIFED*12CPR 2,5MG+60MG;KENVUE ITALIA SPA;14,110;;5,820;;;262;;;;;;10;R01BA52
019646049;FIBRASE*POM 40G 1,5%;TEOFARMA Srl;10,660;;6,870;;;22;;;;;;10;C05BA04
019875044;CONNETTIVINA*CREMA 15G 2MG/G;FIDIA FARMACEUTICI SpA;12,600;;7,290;;;222;;;;;;10;D03AX05
019875057;CONNETTIVINA*10GARZE 2MG 10x10;FIDIA FARMACEUTICI SpA;16,100;;9,260;;;106;;;;;;10;D03AX05
019875095;CONNETTIVINA*GEL 30G 2MG/G;FIDIA FARMACEUTICI SpA;17,300;;9,150;;;11;;;;;;10;D03AX05
020051037;FOILLE INSETTI*CREMA 15G 0,5%;SANOFI SpA;12,200;;4,670;;;49;;;;;;10;D07AA02
020096020;VIVIN C*20CPR EFF 330MG+200MG;A.MENARINI IND.FARM.RIUN.Srl;11,200;;5,450;;;4403;;;;;;10;N02BA51
020124020;FENISTIL*OS GTT 20ML 1MG/ML;HALEON ITALY Srl;11,650;;7,100;;;23;;;;;;10;R06AB03
020124121;FENISTIL*0,1% GEL 30G;HALEON ITALY Srl;12,500;;7,720;;;74;;;;;;10;D04AA13
020157018;CERULISINA*GTT OTO FL 20ML;BOUTY SpA;15,900;;9,520;;;134;;;;;;10;S02DC
020213144;BENEXOL*20CPR GASTR FL;BAYER SpA;20,300;;12,850;;;257;;;;;;10;A11DB
020689016;VAGILEN*10 OVULI VAG 500MG;DYMALIFE PHARMACEUTICAL Srl;15,900;;8,910;;;14;;;;;;10;G01AF01
020702080;MAALOX PLUS*30CPR MAST;OPELLA HEALTHCARE ITALY Srl;13,900;;7,970;;;265;;;;;;10;A02AF02
020702270;MAALOX PLUS*OS SOSP 4+3,5+0,5%;OPELLA HEALTHCARE ITALY Srl;13,900;;7,980;;;94;;;;;;10;A02AF02
020702282;MAALOX*OS SOSP 250ML 4+3,5% ME;OPELLA HEALTHCARE ITALY Srl;14,900;;9,560;;;5;;;;;;10;A02AD01
020708069;MYLICON*BB OS GTT 30ML;KENVUE ITALIA SPA;20,460;;10,970;;;346;;;;;;10;A03AX13
020942025;TROFODERMIN*CR DERM30G 0,5+0,5;SIT LABORATORIO FARMAC. Srl;12,700;;8,140;;;185;;;;;;10;D11AE
020942049;TROFODERMIN*SPR CUT 30ML 5%+5%;SIT LABORATORIO FARMAC. Srl;13,200;;8,510;;;206;;;;;;10;D11AE
020949020;GUTTALAX*OS GTT 15ML 7,5MG/ML;OPELLA HEALTHCARE ITALY Srl;10,900;;6,840;;;91;;;;;;10;A06AB08
021102037;ACTIFED COMPOSTO*SCIR 100ML;JOHNSON & JOHNSON SpA;13,580;;5,740;;;14;;;;;;10;R05DA20
021115023;CTARD*60CPS 500MG RP FL;HALEON ITALY Srl;26,000;;15,820;;;61;;;;;;10;A11GA01
021196112;INDUSIL*OS GTT FL 30MG+FL 15ML;RECORDATI SpA;9,000;;3,790;;;8;;;;;;10;B03BA04
021335043;VENOLEN*CREMA 40G 2%;PHARMA LINE Srl;12,900;;8,320;;;24;;;;;;10;C05CA04
021481256;SOBREPIN*SCIR 200ML 40MG/5ML;PHARMAIDEA Srl;11,500;;6,280;;;58;;;;;;10;R05CB07
021481320;SOBREPIN GRANULATO*24BS 300MG;PHARMAIDEA Srl;13,500;;7,790;;;8;;;;;;10;R05CB07
021483146;SINECOD TOSSE SED*200ML3MG/10G;HALEON ITALY Srl;12,350;;7,000;;;81;;;;;;10;R05DB13
021528157;TAMARINE*MARMEL260G 80+3,9MG/G;HALEON ITALY Srl;20,550;;12,660;;;114;;;;;;10;A06AB06
021625064;VICKS VAPORUB*UNG INAL 50G;PROCTER & GAMBLE SRL;12,640;8001090004185;6,810;;;325;;;;;;10;R05X
021625076;VICKS VAPORUB*UNG INAL 100G;PROCTER & GAMBLE SRL;18,500;8001090001344;9,720;;;75;;;;;;10;R05X
021625088;VICKS VAPORUB*UNG INAL 35G;PROCTER & GAMBLE SRL;12,090;8700216480512;6,860;;;28;;;;;;10;R05X
021852013;COCARNITIN B12*OS 10FL 10ML;SIGMATAU IND.FARM.RIUNITE SpA;19,500;;11,600;;;6;;;;;;10;A16AA
021925045;PROCTOLYN*10SUPP 0,1MG+10MG;RECORDATI SpA;14,100;;6,840;;;38;;;;;;10;C05AA10
021925060;PROCTOLYN*CR RETT 30G;RECORDATI SpA;14,100;;6,090;;;751;;;;;;10;C05AA10
021993050;RINOFLUIMUCIL*SPRAY NAS 10ML;ZAMBON ITALIA Srl;9,600;;4,280;;;122;;;;;;10;R01AB08
022088052;TANTUM VERDE*COLLUT 120ML0,15%;ANGELINI (A.C.R.A.F.) SpA;8,000;;4,050;;;45;;;;;;10;A01AD02
022088064;TANTUM VERDE*NEBUL 30ML 0,15%;ANGELINI (A.C.R.A.F.) SpA;12,500;;4,850;;;329;;;;;;10;A01AD02
022088076;TANTUM VERDE*COLLUT 240ML0,15%;ANGELINI (A.C.R.A.F.) SpA;11,900;;5,760;;;190;;;;;;10;A01AD02
022088088;TANTUM VERDE*NEBUL FL 15ML0,3%;ANGELINI (A.C.R.A.F.) SpA;12,500;;4,830;;;297;;;;;;10;A01AD02
022252047;ZYMAFLUOR*100CPR 1MG;ROTTAPHARM SpA;10,300;;4,950;;;5;;;;;;10;A01AA01
022760019;CANESTEN*CREMA 30G 1%;BAYER SpA;16,100;;9,420;;;630;;;;;;10;D01AC01
022816021;SOMATOLINE*EMULS 30BS 0,1+0,3%;L.MANETTI-H.ROBERTS & C. SpA;64,500;;38,770;;;14;;;;;;10;D11AX
022816072;SOMATOLINE*EMULS 15BS 0,1+0,3%;L.MANETTI-H.ROBERTS & C. SpA;37,000;;20,650;;;7;;;;;;10;D11AX
022941064;EUCHESSINA CM*OS GTT 20ML;CHIESI FARMACEUTICI SpA;8,900;;5,010;;;2;;;;;;10;A06AB08
022941076;EUCHESSINA CM*18CPR MAST DIV;CHIESI FARMACEUTICI SpA;6,300;;3,810;;;78;;;;;;10;A06AB08
023177102;NAPROSYN*GEL 50G 10%;RECORDATI SpA;11,900;;4,440;;;8;;;;;;10;M02AA12
023185059;LISOMUCIL TOSSE MUC*AD SCIR 5%;EG SpA;12,100;;6,970;;;50;;;;;;10;R05CB03
023185061;LISOMUCIL TOSSE MUC*BB SCIR 2%;EG SpA;12,100;;6,760;;;75;;;;;;10;R05CB03
023185097;LISOMUCIL TOSSE MUC*AD SCIR SZ;EG SpA;12,100;;6,610;;;143;;;;;;10;R05CB03
023198029;VICKS SINEX ALOE*NEB 15ML0,05%;PROCTER & GAMBLE SRL;13,030;5011321844384;6,150;;;844;;;;;;10;R01AA05
023198043;VICKS SINEX*SPR NAS FL 10ML;PROCTER & GAMBLE SRL;13,030;8700216542531;6,260;;;3;;;;;;10;R01AA05
023227061;EMORRIL*CREMA 40G 1%+1,5%;SIT LABORATORIO FARMAC. Srl;10,900;;4,760;;;25;;;;;;10;C05AA01
023296039;NEOIODARSOLO*OS 10FL 15ML;LABORATORI BALDACCI SpA;18,000;;11,540;;;11;;;;;;10;A13A
023356025;DAFLON*30CPR RIV 500MG;SERVIER ITALIA SpA;17,800;;8,840;;;656;;;;;;10;C05CA53
023356049;DAFLON*60CPR RIV 500MG;SERVIER ITALIA SpA;29,800;;14,830;;;1460;;;;;;10;C05CA53
023356076;DAFLON*120CPR RIV 500MG;SERVIER ITALIA SpA;49,800;;28,080;;;809;;;;;;10;C05CA53
023358068;GEFFER*OS GRAT EFF 24BUST 5G;BAYER SpA;16,300;;10,050;;;854;;;;;;10;A03FA
023432014;MACMIROR COMPLEX*CREMA VAG 30G;FARMITALIA Srl - SOC. UNIPERS.;18,000;;11,590;;;22;;;;;;10;G01AA51
023432038;MACMIROR COMPLEX*12 CPS VAG;FARMITALIA Srl - SOC. UNIPERS.;18,000;;11,520;;;23;;;;;;10;G01AA51
023475054;ACETAMOL*AD 20CPR 500MG;ABIOGEN PHARMA SpA;5,500;;2,250;;;40;;;;;;10;N02BE01
023475066;ACETAMOL*AD 10SUPP 1G;ABIOGEN PHARMA SpA;5,500;;2,660;;;2;;;;;;10;N02BE01
023475080;ACETAMOL*BB 10SUPP 250MG;ABIOGEN PHARMA SpA;5,500;;2,240;;;12;;;;;;10;N02BE01
023491133;MICOTEF*GEL OS 40G 2%;TEOFARMA Srl;18,500;;11,930;;;4;;;;;;10;A01AB09
023547060;RINOGUTT*SPRAY NASALE 10ML EU;OPELLA HEALTHCARE ITALY Srl;10,900;;6,210;;;154;;;;;;10;R01AA09
023585019;NEURABEN*30CPS 100MG;PFIZER ITALIA Srl;16,000;;10,130;;;378;;;;;;10;A11DB
023589031;STREPTOSIL NEOMICINA*POLV 10G;CHEPLAPHARM ARZNEIMITTEL GMBH;10,770;;6,800;;;181;;;;;;10;D06C
023589043;STREPTOSIL NEOMICINA*UNG 20G;CHEPLAPHARM ARZNEIMITTEL GMBH;11,590;;7,470;;;83;;;;;;10;D06C
023603018;PEVARYL*CREMA 30G 1%;JANSSEN CILAG SpA;15,300;;9,310;;;45;;;;;;10;D01AC03
023603044;PEVARYL*POLV CUT 30G 1%;KARO PHARMA Srl;15,300;;9,430;;;57;;;;;;10;D01AC03
023603069;PEVARYL*EMULS CUT 30ML 1%;KARO PHARMA Srl;14,530;;8,760;;;15;;;;;;10;D01AC03
023603083;PEVARYL*15 OV VAG 50MG;KARO PHARMA Srl;17,210;;10,870;;;1;;;;;;10;G01AF05
023603107;PEVARYL*6 OV VAG 150MG;KARO PHARMA Srl;19,230;;11,840;;;10;;;;;;10;G01AF05
